Unnamed: 0,Unnamed: 0.1,label,text,annotation_1,annotation_2,annotation_3,majority_vote,human_rationales
10,6312,0,“ لن اكرر زيارة هذا الفندق ” . قريب من الخدمات . الغرفه غير نظيفهمروحة الحمام ( الهوايه ) أعزكم الله خربانه ورائحة الحمام لا تطاق تك التحدث الى الاستقبال ولم يفعلوا شيئااهتمامهم فقط بالممرات و عند الاستقبال اما بداخل الغرف تقييمي صفر لها,"['الغرفه', 'غير', 'نظيفهمروحة', 'الحمام', '(', 'الهوايه', ')', 'أعزكم', 'الله', 'خربانه', 'ورائحة', 'الحمام', 'لا', 'تطاق', 'اهتمامهم', 'فقط', 'بالممرات', 'و', 'عند', 'الاستقبال']","['لن', 'اكرر', 'زيارة']","['لن', 'اكرر', 'زيارة', 'هذا', 'الفندق', 'الغرفه', 'غير', 'نظيفه', 'رائحة', 'الحمام', 'لا', 'تطاق']","['تطاق', 'الغرفه', 'الحمام', 'لا', 'غير', 'لن', 'اكرر', 'زيارة']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,30152,0,“ تجربه مقبوله ” . . قعدم وجود مواقف كافيه,"['عدم', 'وجود', 'مواقف', 'كافيه']","['قعدم', 'وجود', 'مواقف', 'كافيه']","['عدم', 'وجود', 'مواقف', 'كافيه']","['مواقف', 'كافيه', 'وجود', 'عدم']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
12,28074,0,“ اقامة سيئة تكرمون بإختصار زبالة ” . لاشي . كل شي لم يعجبني سيئة للغاية وخدمات وموقع واقامة سيئة بإختصار ويكرم القارئ زبالة,"['خدمات', 'وموقع', 'واقامة', 'سيئة']","['اقامة', 'سيئة']","['اقامة', 'سيئة', 'لم', 'يعجبني', 'سيئة', 'للغاية', 'زبالة']","['سيئة', 'اقامة']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,99659,0,“ سيئ جدا 8 - 2 ” . اعجبني الافطار فقط . الذي لم يعجبني موقعه مستوى النضافه رائحه كريهه في المفارشطلبت منهم تنضيف الغرفه ذهبت ورجعت ولم ينضفوها,"['موقعه', 'مستوى', 'النضافه', 'رائحه', 'كريهه', 'في', 'المفارش']","['لم', 'يعجبني']","['سيئ', 'جدا', 'اعجبني', 'الافطار']",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,62495,0,ضعيف جدا . . رائحة الكحول من المدخل,"['رائحة', 'الكحول']",['ضعيف'],"['ضعيف', 'جدا', 'رائحة', 'الكحول']","['الكحول', 'رائحة', 'ضعيف']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
15,18495,0,“ مخيب للآمال عملت تشيك اوت من أول يوم الي فندق آخر ذي الفل ” . الموقع جيد فقط . . المطعم ال مقابل الفندق اكله جميل و فيه شباب مصريون ذي العسل . موظفة الرسبشن الفلبنية تشعر كأنها معقدة شايفه البنات الحلوه علي يمنها و هي عامله ذي الذكر ، ، الفندق تشعر انك في سجن لا يسمح بالزيارات نهائي لا من الداخل ولا الخارج فندق ناشف مرره ، ، في ديسكو علي يسار الرسبشن الدخول ب 100 درهم بس وكأنه ليس له علاقة بالفندق مع نفسك دبر حالك برره,"['الفندق', 'تشعر', 'انك', 'في', 'سجن', 'لا', 'يسمح', 'بالزيارات', 'نهائي', 'لا', 'من', 'الداخل', 'ولا', 'الخارج', 'فندق', 'ناشف', 'مرره']",['سجن'],"['مخيب', 'للآمال', 'لفندق', 'تشعر', 'انك', 'في', 'سجن']","['تشعر', 'انك', 'في', 'سجن']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16,45488,0,“ اول وآخر مره احجز ف هيلتون الفجيره ” . . بوفيه الافطار حدا مستواه متدني بالنسبة لفندق خمس نجوم . كأنه مستوى نجمتين فقط . تكييف الشاليه جدا سيء . مساحة الشاليه صغير وليس هناك مطبخ زاويه او ميني بار جيد . لا يستحق سعر الحجز بالنسبة للمكان والخدمات أبدا والشاطئ جدا مستواه متدني,"['تكييف', 'الشاليه', 'جدا', 'سيء', 'مساحة', 'الشاليه', 'صغير', 'وليس', 'هناك', 'مطبخ', 'الشاطئ', 'جدا', 'مستواه', 'متدني']","['مستواه', 'متدني']","['بوفيه', 'الافطار', 'حدا', 'مستواه', 'متدني', 'تكييف', 'الشاليه', 'جدا', 'سيء', 'مساحة', 'الشاليه', 'صغير', 'الشاطئ', 'جدا', 'مستواه', 'متدني']","['تكييف', 'مساحة', 'الشاليه', 'متدني', 'صغير', 'الشاطئ', 'سيء', 'مستواه', 'جدا']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
17,57253,0,“ نظافة سيئة جدا جدا جدا ” . . المكان قذر,"['المكان', 'قذر']","['نظافة', 'سيئة']","['نظافة', 'سيئة', 'المكان', 'قذر']","['قذر', 'المكان', 'سيئة', 'نظافة']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
18,20720,0,مخيب للأمل . مقبول نوعا ما بس هناك الكثير من الجاليه الهنديه في اللوبي .,"['هناك', 'الكثير', 'من', 'الجاليه', 'الهنديه']","['مخيب', 'للأمل']","['مخيب', 'للأمل']","['للأمل', 'مخيب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,35826,0,“ سيئ ” . قريب من المترو فقط . الاستقبال مودحم والتسجيل الدخول متاخر والنظافه وعدم احترام,"['الاستقبال', 'مودحم', 'والتسجيل', 'الدخول', 'متاخر', 'والنظافه', 'وعدم', 'احترام']",['سيئ'],"['سيئ', 'الاستقبال', 'مزدحم', 'عدم', 'احترام']","['احترام', 'الاستقبال', 'سيئ']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
20,69793,0,ضعيف . فقط السعر . موقعه وسط الحواري . نظافه زيرو . خدمات مافيه,"['موقعه', 'وسط', 'الحواري', '.', 'نظافه', 'زيرو', '.', 'خدمات', 'مافيه']",['ضعيف'],"['ضعيف', 'نظافه', 'زيرو']","['نظافه', 'زيرو', 'ضعيف']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
21,50100,0,“ ضعيف المستوى مقارنة بين السعر المدفوع والخدمات ” . قربه من مركز المعارض . السعر مقابل الخدمة,"['السعر', 'مقابل', 'الخدمة']","['ضعيف', 'المستوى']","['ضعيف', 'المستوى']","['المستوى', 'ضعيف']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,36483,0,“ مخيب للامل بشده ” . لاشيء . خدمات ومكان سيء للغايه وسكن غير نظيف,"['خدمات', 'ومكان', 'سيء', 'للغايه', 'وسكن', 'غير', 'نظيف']","['ومكان', 'سي']","['مخيب', 'للامل', 'مكان', 'سيء', 'سكن', 'غير', 'نظيف']","['ومكان', 'نظيف', 'سيء', 'غير']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
23,80536,0,“ سيئة جدا جدا جدا ” . لا شيء . كل شيء,"['كل', 'شيء']","['سيئة', 'جدا']","['سيئة', 'جدا', 'جدا']","['سيئة', 'جدا']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,61691,0,“ 6 . 5 ” . . التاخيرعند الدخول للغرفهوعند الخروج استعجال الى درجه الإزعاج وقله الأدب,"['التاخيرعند', 'الدخول', 'للغرفهوعند', 'الخروج', 'استعجال', 'الى', 'درجه', 'الإزعاج', 'وقله', 'الأدب']","['الإزعاج', 'وقله', 'الأدب']","['التاخيرعند', 'الدخول', 'الإزعاج', 'قله', 'الأدب']","['الأدب', 'الإزعاج', 'الدخول', 'التاخيرعند', 'وقله']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,61640,0,ضعيف جدا . رغم زحمه الحوض السباحه كان تعاون لايف جارد للاطفال مجهود كبير يشكرون عليه . مر اسبوع وقيمه التامين لم ترجع مع العلم موظف الاستقبال حسن اكد عند الخروج يرجع التامين حمام السباحه بدون لايف جارد ومتسخ المخصص للسيدات,"['زحمه', 'الحوض', 'السباحه', 'ومتسخ', 'المخصص', 'للسيدات']","['ضعيف', 'جدا']","['ضعيف', 'جدا', 'قيمه', 'التامين', 'لم', 'ترجع']","['جدا', 'ضعيف']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26,100175,0,“ تجربة مريعة للفندق وسيئة ” . لا شيء اعجبني . فندق سيء جدا من ناحية الموقع والمواصلات سيئة جدا جدا ولا انصح السكن فيه أبدا والفطور سيء خدمة الغرف لا يردون . على المكالمات,"['فندق', 'سيء', 'جدا', 'من', 'ناحية', 'الموقع', 'والمواصلات', 'سيئة', 'والفطور', 'سيء', 'خدمة', 'الغرف', 'لا', 'يردون']","['تجربة', 'مريعة']","['تجربة', 'مريعة', 'للفندق', 'وسيئة', 'فندق', 'سيء', 'المواصلات', 'سيئة', 'الفطور', 'سيء', 'خدمة', 'الغرف', 'لا', 'يردون']","['لا', 'يردون', 'فندق', 'خدمة', 'سيئة', 'سيء', 'الغرف', 'تجربة', 'مريعة']","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
27,90665,0,ضعيف . . صعب الوصول للفندق . . لا يوجد خدمات قريبه من الفندق . . زحمة السيارات يعني الواحد يبيله ساعه علشان يوصل للفندق او يطلع منه . . المنظر على الخور عادي جداا ومب حلو . . خدمات الغرف بطيئه والواي فاي بطيئ,"['صعب', 'الوصول', 'للفندق', '.', '.', 'لا', 'يوجد', 'خدمات', 'قريبه', 'من', 'الفندق', '.', '.', 'زحمة', 'السيارات.', '.', 'خدمات', 'الغرف', 'بطيئه', 'والواي', 'فاي', 'بطيئ']","['صعب', 'الوصول', 'للفندق', '.']","['ضعيف', 'صعب', 'الوصول', 'ا', 'يوجد', 'خدمات', 'قريبه', 'زحمة', 'السيارات', 'خدمات', 'الغرف', 'بطيئه', 'والواي', 'فاي', 'بطيئ']","['الوصول', 'قريبه', 'يوجد', 'بطيئه', 'والواي', 'فاي', '.', 'بطيئ', 'الغرف', 'صعب', 'زحمة', 'للفندق', 'خدمات']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]"
28,19384,0,“ عار على الفنادق والسعر جددا حرام في الفندق ” . لا شيء اعجبني الفندق جددا سيء .,"['لا', 'شيء', 'اعجبني', 'الفندق', 'جددا', 'سيء']","['جددا', 'سيء']","['عار', 'على', 'الفنادق', 'السعر', 'جدا', 'حرام', 'الفندق', 'جدا', 'سيء']","['جددا', 'الفندق', 'سيء']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
29,33888,0,“ فندق فاشل ” . موقعه شبه جيد لاكن لايوجد مواقف سيارات . الكهرب طافي من 10 م الى 1 والمطعم الساعه 10 مايردون يقولون خلاص قفلنا والحجز شامل الافطار وطلبت فطور وجاب معه فاتوره يقول من بعد الساعه 9 بفلوس فندق مهزله,"['موقعه', 'شبه', 'جيد', 'لاكن', 'لايوجد', 'مواقف', 'سيارات', '.', 'الكهرب', 'طافي', 'من', '10', 'م', 'الى', '1', 'والمطعم']","['فندق', 'فاشل']","['فندق', 'فاشل', 'لايوجد', 'مواقف', 'سيارات', 'الكهرب', 'طافي']","['الكهرب', 'لايوجد', 'مواقف', 'طافي', 'سيارات', 'فاشل', 'فندق']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
30,61675,0,“ لا يستحق ” . لايوجد . الفندق من أسواء الفنادق التي سكنت بها مع الآسف حجزت عندهم 7 أيام 5 أيام لصديق ويومين لي ولكن تفاجئنا بوجود أعمال صيانه وأزعاج كبير جدا مما سبب لي حرج كبير مع صديقي في شهر العسل وبعدما طلب تغيير الفندق رفضوا أسترجاع المتبقي من المال وخرج من الفندق وثلاث ليالي راحت كذا المفترض من الفندق أن يسترجع المبلغ بسبب عدم ذكره لأعمال الصيانه حتى رفض تغيير الغرفة فندق سيء جدا لا أنصح به,"['وجود', 'أعمال', 'صيانه', 'وأزعاج', 'كبير', 'جدا']","['لا', 'يستحق', 'من', 'أسواء', 'الفنادق']","['لا', 'يستحق', 'لايوجد', 'الفندق', 'من', 'أسواء', 'الفنادق', 'أزعاج', 'كبير', 'جدا', 'فندق', 'سيء', 'جدا', 'لا', 'أنصح', 'به']","['كبير', 'جدا', 'يستحق', 'الفنادق', 'لا', 'من', 'أسواء']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
31,40832,0,مخيب للأمل . لاشيئ . الانترنت واي فاي فقط لجهاز واحدطلبت الفني و لم ياتني الا بعد عدة اتصالات عند الخروج من الفندق اصدرولي فاتوره بمبلغ زائد و اراد عامل الاستقبال مني ان ادفع و حينما الحيت عليه بلمراجعه و اريته جميع فواتيري اتضح انه مخطئ وان لي لدى الفتدق مبلغ زائد لم يكلف نفسه باعتذارمع ان لي اكثر من زياره للفندق في السابق و لم تحدث مثل هذه المشاكل,"['واي', 'فاي', 'فقط', 'لجهاز', 'واحد']","['مخيب', 'للأمل']","['مخيب', 'للأمل', 'الانترنت', 'واي', 'فاي', 'فقط', 'لجهاز', 'واحد', 'اصدرولي', 'فاتوره', 'بمبلغ', 'زائد']","['فاي', 'فقط', 'واي', 'لجهاز', 'واحد', 'للأمل', 'مخيب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,10888,0,“ لا ” . لم يعجبني شي . استقبال مدير الفندق سيا جدا,"['لم', 'يعجبني', 'شي']","['لم', 'يعجبني', 'شي']","['لا', 'لم', 'يعجبني', 'مدير', 'الفندق', 'سيء']","['يعجبني', 'لم', 'شي']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33,77904,0,“ حاربوا الغلا ” . لايوجد . الاسعار,['الاسعار'],"['حاربوا', 'الغلا']","['الغلا', 'لا', 'يوجد']",['الغلا'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
